KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1966-06-30,9.5021804925072E+01,D,5.1063795197430E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1966-07-29,9.4861999628649E+01,D,5.2459536364187E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1966-08-31,9.4241112732361E+01,D,5.9313658722847E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1966-09-30,9.4192054043538E+01,D,5.9998742717772E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1966-10-31,9.4459095360493E+01,D,5.7003298524561E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1966-11-30,9.4707500194069E+01,D,5.4376989417191E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1966-12-30,9.5123724232722E+01,D,5.0129123664085E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-01-31,9.5493263308635E+01,D,4.6114482260395E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-02-28,9.5435165590543E+01,D,4.6595405831714E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-03-31,9.5955219494872E+01,D,4.1401998911269E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-04-28,9.6018444086228E+01,D,4.0298664643889E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-05-31,9.6106167663333E+01,D,3.9608177797377E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-06-30,9.5077903003471E+01,D,5.0612264795378E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-07-31,9.5018332832857E+01,D,5.0960718595127E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-08-31,9.4876849449521E+01,D,5.2590456923210E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-09-29,9.4754959190847E+01,D,5.3582401354168E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-10-31,9.4616752808322E+01,D,5.5184445633106E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-11-30,9.4345093316292E+01,D,5.8210920652583E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1967-12-29,9.4183555760680E+01,D,5.9436070509927E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-01-31,9.4662498809512E+01,D,5.4702395818646E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-02-29,9.4621319008999E+01,D,5.5287375816739E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-03-29,9.4487771101639E+01,D,5.6855537307818E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-04-30,9.4261391132956E+01,D,5.9098506135931E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-05-31,9.4154267925999E+01,D,6.0567475747448E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-06-28,9.4240138414949E+01,D,5.9000705691831E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-07-31,9.4748054017805E+01,D,5.3948880307125E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-08-30,9.4792716090485E+01,D,5.3624533071908E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-09-30,9.4768333739361E+01,D,5.3734864813548E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-10-31,9.4530070589272E+01,D,5.6252194811712E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-11-29,9.4365461253547E+01,D,5.8154385998142E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1968-12-31,9.3718959761940E+01,D,6.4869671834553E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-01-31,9.4101640096509E+01,D,6.0961731397791E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-02-28,9.3581894482297E+01,D,6.6515493408592E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-03-28,9.3667333654347E+01,D,6.4887362837789E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-04-30,9.4007915643264E+01,D,6.1791198292570E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-05-29,9.3725370811551E+01,D,6.4801266995704E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-06-30,9.2909157933153E+01,D,7.3547966629063E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-07-31,9.2924510529050E+01,D,7.3382737195031E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-08-29,9.2609028145005E+01,D,7.6365113804367E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-09-30,9.2497223528695E+01,D,7.7991557826201E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-10-31,9.2914725630455E+01,D,7.3689935674794E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-11-28,9.2379649330505E+01,D,7.8831523244468E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1969-12-31,9.2289376067980E+01,D,8.0241153292788E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-01-30,9.2331787945583E+01,D,8.0000889723888E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-02-27,9.3332679900025E+01,D,6.9189435745367E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-03-31,9.3607429109208E+01,D,6.6060434829375E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-04-30,9.2786183005648E+01,D,7.4872447306507E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-05-29,9.2853965552190E+01,D,7.4345880506483E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-06-30,9.3064999120526E+01,D,7.1872021687900E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-07-31,9.3437687465830E+01,D,6.8061890028294E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-08-31,9.3430000350132E+01,D,6.7957689435701E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-09-30,9.3622638846191E+01,D,6.5897963735043E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-10-30,9.3891905987373E+01,D,6.3199152870197E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-11-30,9.5031944313441E+01,D,5.0957094977953E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1970-12-31,9.5234722504177E+01,D,4.8825578502651E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-01-29,9.5759113097378E+01,D,4.3098231732291E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-02-26,9.6268888810613E+01,D,3.7714997910252E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-03-31,9.6313894824775E+01,D,3.7557590730734E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-04-30,9.5564684429493E+01,D,4.5491480119855E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-05-28,9.5177375231089E+01,D,4.8892123006878E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-06-30,9.4108417213290E+01,D,6.0556786139084E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-07-30,9.4041347934705E+01,D,6.1100829610742E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-08-31,9.4855666002964E+01,D,5.2669456278498E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-09-30,9.4868761927675E+01,D,5.2675702866897E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-10-29,9.5481777893177E+01,D,4.5857849671812E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-11-30,9.5358915980259E+01,D,4.7392509003902E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1971-12-31,9.5918031135266E+01,D,4.1790698507802E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-01-31,9.5948581611992E+01,D,4.1244747867788E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-02-29,9.5802502454192E+01,D,4.2881379701165E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-03-30,9.5185279630994E+01,D,4.9344881871420E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-04-28,9.5566997729189E+01,D,4.5095538644561E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-05-31,9.5478054395767E+01,D,4.6273761811727E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-06-30,9.4901233262791E+01,D,5.2477260705229E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-07-31,9.5173889148732E+01,D,4.9464555458441E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-08-31,9.4665641250067E+01,D,5.4819068419156E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-09-29,9.4527058707976E+01,D,5.6438685977391E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-10-31,9.4613663137780E+01,D,5.5368289727439E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-11-30,9.4750351560167E+01,D,5.3924631634905E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1972-12-29,9.4596528287618E+01,D,5.5246687789353E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-01-31,9.4041024922483E+01,D,6.1439063582733E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-02-28,9.3796488600047E+01,D,6.4042765644136E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-03-30,9.3322356038898E+01,D,6.9300359340878E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-04-30,9.3518678820973E+01,D,6.7008996159177E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-05-31,9.3291426943366E+01,D,6.9441969351667E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-06-29,9.2741285730746E+01,D,7.5563469852266E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-07-31,9.1735507535628E+01,D,8.6260667544732E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-08-31,9.1994956384980E+01,D,8.3665657028439E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-09-28,9.2587125578992E+01,D,7.6600358496060E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-10-31,9.3125895685163E+01,D,7.1217891238917E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-11-30,9.2863498117616E+01,D,7.4242941837858E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1973-12-31,9.3123550572826E+01,D,7.1243073728138E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-01-31,9.3346350912666E+01,D,6.8853407148282E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-02-28,9.3220233803862E+01,D,7.0205386959730E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-03-29,9.2164297338845E+01,D,8.1152688603990E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-04-30,9.1694956766226E+01,D,8.6702805334841E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-05-31,9.2042352657890E+01,D,8.3149169519901E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-06-28,9.1708466976850E+01,D,8.6083785413409E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-07-31,9.1706715133623E+01,D,8.6574580032520E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-08-30,9.0800289036937E+01,D,9.6772852549256E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-09-30,9.2411425983664E+01,D,7.8919557153592E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-10-31,9.2643510686350E+01,D,7.6411276871624E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-11-29,9.2783411390928E+01,D,7.5108097675126E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1974-12-31,9.3355715193862E+01,D,6.8753094587215E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-01-31,9.4113757417316E+01,D,6.0832617511610E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-02-28,9.4321495637762E+01,D,5.8621682772922E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-03-31,9.3981820853840E+01,D,6.1899232095309E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-04-30,9.3536046728904E+01,D,6.6640721707158E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-05-30,9.4192171485204E+01,D,5.9997492461149E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-06-30,9.3501483267558E+01,D,6.7009300428782E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-07-31,9.3082432952728E+01,D,7.1684709598141E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-08-29,9.2905351779677E+01,D,7.2989023125022E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-09-30,9.2726684613470E+01,D,7.5307574560997E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-10-31,9.4051729267531E+01,D,6.1493722402852E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-11-28,9.3732221754695E+01,D,6.4200497568981E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1975-12-31,9.4185561853888E+01,D,5.9739618544442E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-01-30,9.4605734299625E+01,D,5.5149904137092E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-02-27,9.4134943732421E+01,D,6.0111483444372E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-03-31,9.4183110153921E+01,D,5.9929318210613E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-04-30,9.4209152920555E+01,D,5.9816728461722E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-05-28,9.3517653501064E+01,D,6.6473600779211E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-06-30,9.3854969377065E+01,D,6.3419474148918E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-07-30,9.4175088411669E+01,D,6.0179371263998E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-08-31,9.4343997950979E+01,D,5.8222530919037E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-09-30,9.4438622750651E+01,D,5.7220057203562E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-10-29,9.4693045452004E+01,D,5.4232461896840E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-11-30,9.5203937444417E+01,D,4.9148885335798E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-12-31,9.5356657347766E+01,D,4.7676659362509E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-01-31,9.4566008135050E+01,D,5.5872096541537E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-02-28,9.4688467056666E+01,D,5.4577977196850E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-03-31,9.4788841021658E+01,D,5.3518494397575E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-04-29,9.4732676299328E+01,D,5.4259854171285E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-05-31,9.4511014066339E+01,D,5.6453807313379E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-06-30,9.4545009699934E+01,D,5.6094171758971E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-07-29,9.4032951205935E+01,D,6.1189634620880E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-08-31,9.3954004080734E+01,D,6.2364841763417E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-09-30,9.3743111315413E+01,D,6.4789511520507E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-10-31,9.3442510542300E+01,D,6.7823799307856E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-11-30,9.3589316259084E+01,D,6.6253951550457E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-12-30,9.3411016737454E+01,D,6.8348153731234E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-01-31,9.3174077146156E+01,D,7.0700645193896E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-02-28,9.3115116603289E+01,D,7.1333645355080E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-03-31,9.3105316499305E+01,D,7.1635161970700E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-04-28,9.2874559772340E+01,D,7.3517586738621E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-05-31,9.2530599461178E+01,D,7.7630791187909E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-06-30,9.2153767694851E+01,D,8.1936102267436E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-07-31,9.2265221964036E+01,D,8.0502908939514E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-08-31,9.2077645605535E+01,D,8.2537990911626E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-09-29,9.1824073041753E+01,D,8.5530021784014E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-10-31,9.0931826627365E+01,D,9.5060118171326E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-11-30,9.0715912256239E+01,D,9.7437405927731E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-12-29,9.0304953470279E+01,D,1.0142213346259E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-01-31,9.0682236101777E+01,D,9.7808701391913E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-02-28,9.0545523677267E+01,D,9.9046080875558E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-03-30,9.0818383793874E+01,D,9.5783614288681E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-04-30,9.0675349772758E+01,D,9.7617201276098E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-05-31,9.0827497002896E+01,D,9.6208115796356E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-06-29,9.1249610861629E+01,D,9.1072430881657E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-07-31,9.0990523011050E+01,D,9.4156865803638E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-08-31,9.0460217621191E+01,D,1.0053546029451E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-09-28,8.9881423776906E+01,D,1.0580923162079E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-10-31,8.8290602899507E+01,D,1.2419624567164E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-11-30,8.9447232136022E+01,D,1.1182770187221E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-12-31,8.9416014109476E+01,D,1.1156473688965E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-01-31,8.9034205916078E+01,D,1.1614955395846E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-02-29,8.6634294280779E+01,D,1.4386860789131E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-03-31,8.6174256107216E+01,D,1.4879870597269E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-04-30,9.0145365215747E+01,D,1.0374664957668E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-05-30,9.1849779710756E+01,D,8.5249336290160E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-06-30,9.2113928310245E+01,D,8.2144023865158E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-07-31,9.1481417889358E+01,D,8.9034317507218E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-08-29,8.9516797067592E+01,D,1.1014039238519E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-09-30,8.8912721070855E+01,D,1.1751495954488E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-10-31,8.7879612634267E+01,D,1.2955730363117E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-11-28,8.6739619592135E+01,D,1.4148417718019E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-12-31,8.7975373079266E+01,D,1.2811326204756E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-01-30,8.7412160087739E+01,D,1.3490539135352E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-02-27,8.6933217118938E+01,D,1.4041468541470E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-03-31,8.8158681404884E+01,D,1.2603179753650E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-04-30,8.6492762634117E+01,D,1.4510944452045E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-05-29,8.6626940449775E+01,D,1.4395372830707E+01
