KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-05-31,9.0925654727745E+01,D,1.9004771576901E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-06-28,9.1553849849133E+01,D,1.7629252902089E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-07-31,9.1273828660816E+01,D,1.8241227785606E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-08-30,9.3274645021180E+01,D,1.3909131524682E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-09-30,9.2556239974817E+01,D,1.5453809491829E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-10-31,9.2660468413248E+01,D,1.5228960769335E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-11-29,9.2152937786273E+01,D,1.6326232484919E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2019-12-31,9.1890971937289E+01,D,1.6894964701863E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-01-31,9.3651388194453E+01,D,1.3103826333050E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-02-28,9.5394686220655E+01,D,9.4191393941242E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-03-31,9.8041178188574E+01,D,3.9543550974173E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-04-30,9.8151682957825E+01,D,3.7291802172826E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-05-29,9.8412432642370E+01,D,3.1971046814144E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-06-30,9.8535818256775E+01,D,2.9483977017909E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-07-31,9.8914654181804E+01,D,2.1813619887354E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-08-31,9.8629908807763E+01,D,2.7606397548300E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-09-30,9.8591486649182E+01,D,2.8355002914623E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-10-30,9.8024459064883E+01,D,3.9862626930111E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-11-30,9.8151530715603E+01,D,3.7335796759485E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2020-12-31,9.8153652998352E+01,D,3.7251681784431E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-01-29,9.7870128706029E+01,D,4.3010471844603E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-02-26,9.6375100434363E+01,D,7.3763786340227E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-03-31,9.5360366995841E+01,D,9.4962231140622E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-04-30,9.5789358298473E+01,D,8.5990058713382E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-05-28,9.5957905126186E+01,D,8.2430822085212E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-06-30,9.5606727457701E+01,D,8.9804784028940E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-07-30,9.6570238755098E+01,D,6.9722750255956E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-08-31,9.6162778083295E+01,D,7.8212791960565E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-09-30,9.5230069328862E+01,D,9.7695344694624E-01
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-10-29,9.4254987861738E+01,D,1.1820334002757E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-11-30,9.4377179670015E+01,D,1.1567837655353E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2021-12-31,9.3866839346131E+01,D,1.2651669321032E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-01-31,9.2266319567561E+01,D,1.6107028061810E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-02-28,9.1734283953026E+01,D,1.7264260733991E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-03-31,8.8462514874590E+01,D,2.4504828795893E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-04-29,8.6304024886791E+01,D,2.9426541628439E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-05-31,8.6844816514881E+01,D,2.8194025965718E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-06-30,8.5922928574198E+01,D,3.0327275521251E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-07-29,8.7541350655958E+01,D,2.6582653173912E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-08-31,8.4658392745099E+01,D,3.3290944494215E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-09-30,8.1673125871889E+01,D,4.0466860061563E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-10-31,8.1130387180266E+01,D,4.1845449752991E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-11-30,8.3059303227847E+01,D,3.7102735859862E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2022-12-30,8.2029785430766E+01,D,3.9574184251051E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-01-31,8.3627368262798E+01,D,3.5740284713396E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-02-28,8.1352845875850E+01,D,4.1229690405980E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-03-31,8.3747270459776E+01,D,3.5434488861618E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-04-28,8.4144004047443E+01,D,3.4490306330043E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-05-31,8.3009275359222E+01,D,3.7202796132220E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-06-30,8.1471895038821E+01,D,4.0937550868697E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-07-31,8.1366661904181E+01,D,4.1195764777367E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-08-31,8.1043139952996E+01,D,4.1991697574080E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-09-29,7.9615656941868E+01,D,4.5541974061098E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-10-31,7.8612617409430E+01,D,4.8074909294626E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-11-30,8.0937757512606E+01,D,4.2251646975142E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2023-12-29,8.2673962882440E+01,D,3.8011437661513E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-01-31,8.2713249263344E+01,D,3.7916524942748E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-02-29,8.1066028192838E+01,D,4.1958247929858E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-03-28,8.1187515707018E+01,D,4.1613334694720E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-04-30,7.9221218550964E+01,D,4.6559688753612E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-05-31,8.0054085786464E+01,D,4.4469173381760E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-06-28,8.0541939178020E+01,D,4.3231053879332E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-07-31,8.2412153175793E+01,D,3.8666265750637E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-08-30,8.3196424913404E+01,D,3.6752884341054E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-09-30,8.3795134900150E+01,D,3.5378432095634E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-10-31,8.1400575423971E+01,D,4.1135027717545E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-11-29,8.1779493289411E+01,D,4.0184695067876E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),2024-12-31,8.0459141696895E+01,D,4.3460322120836E+00
2000052,CD,7100,One-month Certificate of Deposit CD1M,,,,
2000053,CD,7300,Three-month Certificate of Deposit CD3M,,,,
2000054,CD,7600,Six-month Certificate of Deposit CD6M,,,,
2000055,CD,7030,30-Day Commercial Paper CP30D,,,,
2000056,CD,7060,60-Day Commercial Paper CP60D,,,,
2000057,CD,7090,90-Day Commercial Paper CP90D,,,,
2000058,CD,7201,Federal Funds Effective(FFEFRT),,,,
2000059,CD,7202,Federal Funds Minimum Trading Range(FFMINR),,,,
2000060,CD,7203,Federal Funds Maximum Trading Range(FFMAXR),,,,
2000061,RISKFREE,28,CRSP Risk Free - 4 week (Nominal),,,,
2000062,RISKFREE,91,CRSP Risk Free - 13 week (Nominal),,,,
2000063,RISKFREE,182,CRSP Risk Free - 26 week (Nominal),,,,
2000064,TERMSTRUCT,2607,Fama T-Bill 26-Week Term Structure - 1 Week,,,,
2000065,TERMSTRUCT,2614,Fama T-Bill 26-Week Term Structure - 2 Week,,,,
2000066,TERMSTRUCT,2621,Fama T-Bill 26-Week Term Structure - 3 Week,,,,
2000067,TERMSTRUCT,2628,Fama T-Bill 26-Week Term Structure - 4 Week,,,,
